1,2.5454545454545454,11
2,4.181818181818182,11
3,2.0,20
4,2.7222222222222223,18
5,2.2,10
6,8.0,1
7,2.1176470588235294,17
8,1.0,2
9,2.1176470588235294,17
10,2.1818181818181817,11
11,2.1538461538461537,13
12,3.3333333333333335,12
13,4.1,10
14,5.0,2
15,3.5,4
16,3.0,10
17,1.5,8
18,3.0714285714285716,14
19,3.0,6
20,2.7142857142857144,14
21,4.125,24
22,2.5,28
23,2.0,5
24,3.3333333333333335,3
25,1.7777777777777777,9
26,1.8,10
27,2.769230769230769,13
28,2.0,2
29,2.4,10
30,2.888888888888889,27
31,3.0,6
32,2.142857142857143,14
33,3.189189189189189,37
34,3.111111111111111,9
35,3.0,1
36,2.0,9
37,2.0,1
38,3.5,6
39,2.4705882352941178,17
40,4.4,5
41,4.0,3
42,3.0,2
43,2.25,4
44,2.764705882352941,17
45,2.810810810810811,37
46,3.2,10
47,2.0,2
48,1.0,2
49,2.642857142857143,14
50,2.0,3
51,1.8888888888888888,18
52,2.6176470588235294,34
53,3.7,10
54,2.0,1
55,4.0,3
56,4.0,3
57,3.4285714285714284,7
58,3.0,6
59,2.4285714285714284,7
60,2.2941176470588234,17
61,2.2666666666666666,15
62,5.0,2
63,2.8333333333333335,12
64,2.909090909090909,11
65,2.0,1
66,4.0,5
67,2.142857142857143,14
68,2.75,8
69,3.2222222222222223,9
70,2.8421052631578947,19
71,2.4262295081967213,61
72,2.7777777777777777,9
73,3.125,24
74,3.0,4
75,7.0,1
76,6.0,4
77,2.125,8
78,5.0,2
79,4.4,5
80,2.857142857142857,14
81,4.0,5
82,2.0,2
83,2.0,8
84,2.769230769230769,52
85,2.0,1
86,6.5,4
87,2.0,2
88,2.0,1
89,3.5,4
90,4.333333333333333,3
91,2.0,7
92,2.75,8
93,1.0,2
94,2.6,10
95,2.4444444444444446,9
96,2.0,1
97,2.0,2
98,2.0,1
99,3.217391304347826,46
100,1.0,2
101,2.4761904761904763,21
102,2.0,4
103,2.0,1
104,2.616279069767442,86
105,2.0,2
106,3.5,4
107,2.8727272727272726,55
108,2.807017543859649,57
109,2.823529411764706,68
110,4.0,3
111,2.0,4
112,3.25,12
113,2.3333333333333335,12
114,2.0,2
115,8.0,2
116,2.0,3
117,2.0,1
118,3.5,4
119,2.510204081632653,98
120,2.8125,48
121,3.5,4
122,2.0555555555555554,18
123,2.6666666666666665,6
124,2.0,1
125,2.7096774193548385,62
126,4.5,10
127,2.6666666666666665,9
128,2.675,80
129,2.8275862068965516,29
130,3.5,4
131,5.0,2
132,1.5,4
133,2.857142857142857,7
134,3.5686274509803924,51
135,3.036363636363636,55
136,2.5,12
137,2.0,7
138,2.5454545454545454,11
139,2.6,10
140,8.0,1
141,1.3333333333333333,6
142,1.5,4
143,2.0,1
144,2.0,10
145,1.5,2
146,2.0,2
147,2.0,2
148,2.0,7
149,3.5,6
150,5.0,2
151,3.4444444444444446,9
152,3.111111111111111,9
153,0.0,1
154,4.0,3
155,2.0,3
156,2.8,10
157,3.230769230769231,13
158,2.0,3
159,2.0,1
160,3.0,6
161,2.0,5
162,5.0,2
163,8.0,1
164,3.5,8
165,2.0,1
166,2.0,1
167,5.0,2
168,2.0,1
169,2.0,3
170,2.0,1
171,3.2,5
172,3.3636363636363638,11
173,2.4827586206896552,29
174,2.0,1
175,4.0,3
176,2.0,5
177,4.0,4
178,2.0,2
179,3.2,5
180,3.0,6
181,2.0,2
182,2.0,1
183,1.0,2
184,6.0,3
185,2.0,3
186,4.052631578947368,19
187,2.3333333333333335,18
188,2.0,1
189,4.4,5
190,8.0,1
191,2.2941176470588234,34
192,2.235294117647059,17
193,2.0,5
194,3.0,20
195,2.5806451612903225,31
196,2.9607843137254903,51
197,2.9,40
198,1.6666666666666667,6
199,2.4761904761904763,21
200,2.0,3
201,4.0,13
202,2.6341463414634148,41
203,2.763157894736842,38
204,2.0,5
205,2.409090909090909,22
206,3.375,16
207,2.1538461538461537,13
208,2.731707317073171,41
209,2.9384615384615387,65
210,2.4545454545454546,66
211,2.5172413793103448,29
212,2.0,4
213,2.4,25
214,2.4285714285714284,70
215,3.5,2
216,2.4423076923076925,52
217,2.6226415094339623,53
218,2.914285714285714,35
219,2.0,1
220,2.75,12
221,2.9411764705882355,17
222,2.6,15
223,2.3636363636363638,22
224,2.0,2
225,2.0,1
226,8.0,1
227,2.0,4
228,2.4545454545454546,22
229,5.0,2
230,1.0,2
231,2.0,1
232,3.066666666666667,15
233,6.0,3
234,2.4545454545454546,11
235,2.0,1
236,2.0,2
237,2.0,1
238,2.6666666666666665,6
239,2.0,7
240,5.0,2
241,2.0,1
242,3.5,2
243,2.9285714285714284,14
244,3.5,2
245,6.5,2
246,2.0,2
247,8.0,1
248,5.0,2
249,2.0,2
250,2.0,3
251,2.0,1
252,5.0,2
253,2.0,7
254,2.6666666666666665,6
255,2.0,2
256,2.0,2
257,2.0,2
258,2.0,3
259,3.2,5
260,2.0,2
261,2.0,2
262,2.0,1
263,5.8,5
264,1.0,2
265,2.0,2
266,2.0,1
267,3.5,2
268,2.0,1
269,3.0,4
270,1.75,8
271,2.6666666666666665,6
272,2.0,2
273,2.5833333333333335,12
274,2.0,1
275,5.0,1
276,2.5,6
277,4.0,4
278,2.0,2
279,2.0,1
280,3.0,3
281,3.0,3
282,2.0,1
283,2.0,3
284,2.0,1
285,2.0,1
