286,1.0,2
287,2.0,1
288,2.0,1
289,2.0,1
290,2.0,1
291,2.0,2
292,2.0,1
293,8.0,1
294,2.0,1
295,2.0,1
296,2.0,2
297,2.0,1
298,2.0,4
299,2.0,3
300,2.0,2
301,8.0,1
302,2.6363636363636362,11
303,2.0,3
304,5.0,2
305,2.55,40
306,1.0,2
307,3.6,5
308,2.0,1
309,2.0,1
310,2.0,1
311,8.0,1
312,2.0,1
313,2.0,3
314,2.0,3
315,1.0,2
316,2.0,1
317,2.0,1
318,3.2857142857142856,14
319,3.5,2
320,4.0,3
321,6.0,1
322,2.0,1
323,3.2,5
324,6.0,1
325,2.0,12
326,2.0,1
327,2.0,1
328,2.0,3
329,2.0,3
330,2.0,1
331,2.0,2
332,2.625,8
333,8.0,1
334,2.0,1
335,2.0,1
336,2.0,1
337,2.0,1
338,2.0,1
339,2.0,1
340,2.0,3
341,2.0,1
342,5.0,2
343,2.933333333333333,30
344,3.5625,16
345,2.5576923076923075,52
346,8.0,1
347,5.0,3
348,2.0,1
349,5.0,6
350,2.0,1
351,3.0,4
352,2.0,1
353,5.0,6
354,2.0,3
355,2.0,7
356,2.0,1
357,2.0,1
358,2.0,6
359,2.0,1
360,6.0,1
361,2.0,2
362,2.0,1
363,2.0,1
364,2.0,1
365,4.0,5
366,3.0,6
367,1.6,5
368,1.75,8
369,2.5,16
370,2.0,1
371,2.0,1
372,2.0,1
373,2.0,1
374,2.0,1
375,8.0,1
376,2.0,1
377,2.0,1
378,3.5,4
379,2.0,4
380,0.0,1
381,2.0,2
382,2.0,3
383,1.6,5
384,2.0,2
385,2.0,1
386,3.5,2
387,2.0,2
388,3.0303030303030303,33
389,1.9166666666666667,24
390,2.0,1
391,0.0,1
392,2.0,2
393,2.6666666666666665,9
394,2.0,2
395,2.888888888888889,36
396,3.857142857142857,7
397,2.0,3
398,2.0,1
399,2.0,2
400,1.5,4
401,1.6666666666666667,6
402,2.0,4
403,2.0,4
404,2.0,1
405,8.0,1
406,2.0,1
407,2.558139534883721,43
408,2.0,2
409,4.0,5
410,2.0,1
411,5.0,2
412,2.0,1
413,2.519230769230769,52
414,4.0,3
415,8.0,1
416,2.0,1
417,8.0,1
418,3.0,14
419,3.5,4
420,1.3333333333333333,3
421,6.0,3
422,1.8333333333333333,12
423,4.5,6
424,2.0,1
425,5.0,2
426,8.0,1
427,2.75,20
428,2.0,1
429,2.0,1
430,5.0,2
431,2.0,5
432,2.0,1
433,2.0,1
434,3.6956521739130435,23
435,2.0,1
436,3.3333333333333335,9
437,2.0,1
438,2.0,1
439,3.0,6
440,4.0,4
441,8.0,2
442,4.714285714285714,7
443,4.0,2
444,8.0,1
445,4.4,5
446,2.0,2
447,3.138888888888889,36
448,2.0,1
449,2.0,1
450,1.0,2
451,2.0,1
452,4.0,2
453,2.0,1
454,2.0,1
455,2.5384615384615383,26
456,8.0,1
457,2.0,1
458,5.0,2
459,3.4347826086956523,46
460,2.0,1
461,3.0,3
462,2.0,6
463,2.3529411764705883,17
464,2.0,4
465,2.0,7
466,1.0,2
467,1.0,2
468,2.0,3
469,4.0,3
470,2.0,1
471,2.0,1
472,2.0,1
473,1.7777777777777777,9
474,3.3846153846153846,13
475,6.0,1
476,2.0,3
477,3.2,5
478,2.0,1
479,4.0,6
480,2.0,3
481,3.0,10
482,2.857142857142857,7
483,4.0,6
484,2.0,1
485,3.3333333333333335,24
486,2.0,1
487,2.0,1
488,3.735294117647059,34
489,2.0,1
490,2.0,2
491,4.0,9
492,2.0,1
493,2.2,10
494,2.0,1
495,2.0,1
496,2.0,5
497,2.88,25
498,2.0,1
499,2.0,2
500,2.0,2
501,8.0,1
502,2.0,1
503,2.4489795918367347,49
504,6.0,3
505,6.0,1
506,2.0,3
507,2.0,1
508,2.0,1
509,3.375,16
510,3.4285714285714284,7
511,2.0,2
512,2.0,1
513,2.0,1
514,2.0,1
515,8.0,1
516,2.0,1
517,2.0,1
518,2.0,1
519,5.0,2
520,3.5,2
521,1.0,2
522,2.0,1
523,3.4285714285714284,14
524,1.6470588235294117,17
525,2.0,1
526,0.0,1
527,2.0,1
528,5.0,1
529,2.0,1
530,1.3333333333333333,3
531,2.5454545454545454,11
532,1.9333333333333333,15
533,2.0,2
534,2.0,3
535,4.25,4
536,2.0,1
537,2.0,1
538,2.0,1
539,8.0,2
540,2.0,1
541,2.0,1
542,0.0,1
543,2.0,5
544,2.0,1
545,2.3333333333333335,12
546,2.0,1
547,8.0,1
548,2.0,2
549,2.533333333333333,15
550,2.0,1
551,2.0,1
552,2.0,1
553,2.0,3
554,2.0,1
555,2.0,1
556,0.0,1
557,2.0,2
558,2.0,1
559,8.0,1
560,2.0,1
561,2.0,4
562,2.0,2
563,2.0,1
564,0.0,1
565,1.6,5
566,2.0,4
567,2.0,1
568,2.0,3
569,3.5,4
570,8.0,1
571,2.0,1
572,2.0,1
573,8.0,1
