1,2.25,12
2,5.0,8
3,2.0,5
4,2.764705882352941,17
5,3.3333333333333335,6
6,5.0,6
7,1.8333333333333333,12
8,1.6,5
9,3.0,4
10,2.5714285714285716,7
11,2.0,2
12,2.0,3
13,3.0,5
14,2.8461538461538463,26
15,5.0,2
16,3.5,4
17,2.0,2
18,1.5,4
19,2.727272727272727,11
20,2.8,5
21,5.0,4
22,5.0,2
23,2.909090909090909,11
24,8.0,3
25,6.0,3
26,2.0,1
27,2.0,5
28,2.625,8
29,2.0,2
30,4.0,3
31,3.2,10
32,2.4347826086956523,46
33,2.0,1
34,2.0,3
35,2.6153846153846154,13
36,3.2,5
37,2.0,2
38,3.0,6
39,2.8,5
40,6.5,4
41,4.0,3
42,2.0,2
43,4.0,3
44,3.5714285714285716,7
45,3.0,1
46,2.0,1
47,2.0,1
48,2.0,1
49,1.7142857142857142,7
50,4.0,3
51,2.0,3
52,2.0,3
53,2.8125,16
54,2.0,1
55,2.0,1
56,4.0,5
57,2.5714285714285716,7
58,2.0,3
59,3.0,6
60,1.5,4
61,4.0,6
62,2.5,8
63,2.0,3
64,1.0,2
65,3.0,6
66,1.3333333333333333,3
67,2.8,5
68,2.8,25
69,2.8125,32
70,2.0,4
71,3.0,4
72,2.4285714285714284,7
73,2.5,8
74,2.3076923076923075,13
75,0.0,2
76,6.0,3
77,2.6,10
78,2.0,7
79,1.5,4
80,2.0,4
81,0.0,1
82,6.0,1
83,2.0,1
84,4.4,5
85,0.0,1
86,2.0,5
87,3.0,6
88,2.0,4
89,3.0,10
90,2.0,4
91,2.857142857142857,7
92,7.0,1
93,1.5,4
94,8.0,1
95,2.0,2
96,1.3333333333333333,3
97,4.4,5
98,3.090909090909091,11
99,0.0,1
100,1.6666666666666667,6
101,3.2,10
102,1.3333333333333333,3
103,2.8,5
104,4.4,10
105,1.6,5
106,4.4,5
107,2.0,7
108,2.0,3
109,2.0,1
110,5.5,2
111,2.0,2
112,1.75,8
113,1.3333333333333333,3
114,2.6,10
115,3.3333333333333335,12
116,2.0,2
117,3.4444444444444446,9
118,2.0,2
119,2.0,1
120,2.0,1
121,8.0,1
122,0.0,1
123,1.0,2
124,4.25,4
125,3.25,8
126,2.0,4
127,2.0,1
