1,2.822463768115942,276
2,2.705263157894737,95
3,2.8997668997668997,1287
4,2.684908789386401,1206
5,2.641025641025641,39
6,2.5697896749521987,523
7,2.814516129032258,124
8,2.4375,48
9,2.2857142857142856,35
10,3.0214285714285714,140
11,3.272727272727273,11
12,3.037037037037037,54
13,,
14,2.26,50
15,2.8,30
16,3.0,42
17,2.395348837209302,43
18,3.272727272727273,22
19,5.25,8
20,3.210526315789474,57
21,2.7951807228915664,83
22,2.3529411764705883,17
23,2.730769230769231,52
24,2.77,100
25,3.255813953488372,86
26,3.3333333333333335,12
27,2.6666666666666665,45
28,2.9423076923076925,52
29,2.617021276595745,47
30,0.2857142857142857,7
31,2.6875,48
32,3.2,5
33,6.0,3
34,4.0,3
35,2.0,1
36,1.75,8
37,2.0,3
38,2.0,1
39,0.0,1
40,2.0,1
41,2.0,4
42,0.0,1
43,7.0,1
44,0.0,1
45,2.0,1
46,8.0,1
47,1.3333333333333333,3
48,5.0,2
